teachid,year,gender,ethnic,bdate,educ_lvl_cd,score_normed,relative_pay
518,2008,"F","W",4286,5,-.13576048,.35497831
518,2011,"F","W",4286,5,-.66420618,1.3726762
519,2006,"F","W",2411,6,-.31819728,1.3613789
519,2008,"F","W",2411,6,.80459195,.69144897
520,2000,"F","W",-975,5,-.06008802,1.416732
520,2006,"F","W",-975,5,.50811566,.51806493
521,2000,"F","W",-3521,5,-.803934,1.1851179
521,2011,"F","W",-3521,5,-.20287027,1.6721059
522,2010,"M","W",1995,5,-.14159191,1.0191523
522,2011,"M","W",1995,5,.73432018,1.5277148
523,2001,"F","W",6273,4,-.29264261,-1.5803659
523,2011,"F","W",6273,4,.39917414,1.0321526
524,2001,"M","W",6709,2,-.68348114,-2.8539112
524,2008,"M","W",6709,2,-.68215611,-1.0917726
525,2007,"F","B",8260,4,.11979673,-1.0236363
525,2008,"F","B",8260,4,.94925742,-.87656652
526,1998,"F","W",-3119,2,-.22861507,-.83477536
526,2009,"F","W",-3119,2,.36831271,.4899261
527,2001,"M","B",-3460,4,.6422454,1.3052323
527,2012,"M","B",-3460,4,.65939247,.93801272
528,2003,"F","W",-5,3,1.1344715,-.73934645
528,2007,"F","W",-5,3,-.69234006,.20862492
529,2006,"F","W",6747,5,-.29130204,.49060457
529,2010,"F","W",6747,5,.79257356,.09214367
530,1999,"F","W",2288,3,.51745484,-1.1524988
530,2003,"F","W",2288,3,-.06006399,-.85960174
531,2001,"F","W",7845,5,1.4165431,-.811571
531,2011,"F","W",7845,5,-.55144009,.66630755
532,1999,"F","B",4890,2,-1.5243143,-1.7384978
532,2001,"F","B",4890,2,-.75616557,-.97566174
533,1998,"F","W",3192,7,-.0610759,1.1839831
533,2012,"F","W",3192,7,-.72791689,2.3192053
534,2004,"F","W",7982,4,-.67881582,-.44273992
534,2009,"F","W",7982,4,-.94887774,-.44830611
535,2006,"F","W",-2623,3,-1.3111272,.30472218
535,2010,"F","W",-2623,3,.6057434,1.7966486
536,2002,"F","W",4962,5,-.31252235,-.41513349
536,2005,"F","W",4962,5,-.48357598,.01670869
537,1999,"M","W",7165,7,.97845965,.3954022
537,2009,"M","W",7165,7,-.12917865,1.0961058
538,2000,"F","W",4287,6,.00603438,-.47838673
538,2002,"F","W",4287,6,-.57987329,.49541949
539,2009,"F","W",3959,3,.6174358,.02708154
539,2010,"F","W",3959,3,2.058599,.42884771
540,2008,"F","B",-1604,6,-.56207968,.66059304
540,2012,"F","B",-1604,6,-.88384492,1.7155286
541,1997,"F","W",6751,4,.50482591,-1.646353
541,2010,"F","W",6751,4,-.14298793,-.83783341
542,2001,"F","B",5473,4,.12471542,.28393728
542,2009,"F","B",5473,4,-.05561472,-1.2956456
543,1997,"M","W",9140,4,.2283873,-2.2167604
543,2013,"M","W",9140,4,.28097477,-.58147915
544,1997,"F","B",906,3,-.90517325,-1.2096031
544,2007,"F","B",906,3,-.92831236,-.45815936
545,2004,"F","B",6652,5,-.22099579,-.48133875
545,2011,"F","B",6652,5,1.1160704,.95256055
546,2001,"F","W",-101,2,.69497326,.36756327
546,2002,"F","W",-101,2,-.1205358,.19703356
547,2001,"F","W",-27,4,-.01835605,-1.4234081
547,2013,"F","W",-27,4,-.50319069,.93524512
548,2001,"F","W",6428,3,-1.6895054,-.41213983
548,2009,"F","W",6428,3,-.53002872,-.53894656
549,2002,"F","W",780,3,.68739001,-.84396645
549,2013,"F","W",780,3,-1.2149035,1.6292594
550,1997,"F","W",8192,5,.42492835,-1.6309096
550,2008,"F","W",8192,5,1.7296369,-.28601803
551,2010,"F","W",9184,4,.37282357,-.45462978
551,2012,"F","W",9184,4,.7124734,-1.2791643
552,2000,"F","W",7948,3,1.3392924,-2.0147656
552,2001,"F","W",7948,3,.44196181,-.9325426
553,2004,"F","W",7826,6,.9232979,-1.0970503
553,2009,"F","W",7826,6,.25863201,.81073792
554,2000,"F","B",2954,2,-.73599426,-.69462613
554,2002,"F","B",2954,2,.13888492,-.88661332
555,1998,"F","W",5493,4,1.6004965,-.49284699
555,2012,"F","W",5493,4,-.14029635,-1.1022338
556,2002,"F","W",4184,3,.55992734,-1.6205476
556,2012,"F","W",4184,3,.0536948,.35082457
557,2003,"F","W",6013,7,-.54066411,.28503615
557,2006,"F","W",6013,7,.64744425,.20337822
558,2007,"M","W",-589,2,1.4810114,.71790029
558,2013,"M","W",-589,2,-.76221528,-.75181714
559,2000,"F","W",8242,4,.21112791,-.84769328
559,2002,"F","W",8242,4,1.1927409,-1.3460608
560,1998,"F","W",2291,5,.4412442,-1.0454318
560,2007,"F","W",2291,5,-1.1067115,.75319731
561,1997,"F","W",9201,4,-1.4250972,-1.3750543
561,2007,"F","W",9201,4,1.2150542,-1.5048542
562,2001,"F","W",5318,4,-.42238927,-1.71697
562,2006,"F","W",5318,4,-.67060271,-.67053337
563,1998,"F","B",-761,2,.0820205,-.2497452
563,2006,"F","B",-761,2,.16507371,1.0813134
564,2002,"M","B",-2401,5,-1.5921454,1.2746278
564,2009,"M","B",-2401,5,-1.4939974,1.8180801
565,2000,"F","W",1130,5,-1.2445522,.17443705
565,2010,"F","W",1130,5,-.28247002,1.0079762
566,2002,"M","W",6322,4,-.3010268,-.3955637
566,2011,"M","W",6322,4,-.14964588,-1.4144274
567,1998,"F","W",4468,6,-1.7565809,.69990515
567,2013,"F","W",4468,6,-.36320083,.85911962
568,2002,"M","W",8776,5,-.62965789,-.92405247
568,2011,"M","W",8776,5,.60858677,-.54329196
569,2008,"M","W",6285,7,-.84588577,.12926615
569,2010,"M","W",6285,7,-1.172133,1.1719117
570,2001,"F","W",4262,5,.49519661,.05272791
570,2004,"F","W",4262,5,1.4111468,-1.4625623
571,1998,"F","W",6826,5,1.1877482,-.88406347
571,2004,"F","W",6826,5,-.68878654,-.38867485
572,2007,"F","W",7999,4,-.29201999,-1.3802033
572,2013,"F","W",7999,4,-.4357629,-.60972866
573,1998,"F","W",1895,5,.19335015,.54039161
573,2000,"F","W",1895,5,.08452252,-.19400235
574,1999,"F","W",7001,4,.04323239,.50696636
574,2000,"F","W",7001,4,-.79874758,-1.4154378
575,2007,"F","B",2784,5,.11630071,.73831848
575,2010,"F","B",2784,5,.8431163,-.24628925
576,1997,"F","B",-567,6,-.22121061,-.12688644
576,2002,"F","B",-567,6,-.52653772,1.0392622
577,1997,"M","W",-900,4,-.09264016,.92712689
577,2005,"M","W",-900,4,-.7281137,.88665352
578,2003,"M","B",1536,6,.92104848,1.1021528
578,2010,"M","B",1536,6,-1.0641652,.81304206
579,2003,"F","B",1505,5,-.94358848,.40094356
579,2007,"F","B",1505,5,-.69589981,.6467521
580,1997,"M","W",128,4,.36624435,-.2984371
580,2009,"M","W",128,4,.13251084,1.9290835
581,1998,"F","W",4941,2,.96458318,-1.0991796
581,2003,"F","W",4941,2,.6612796,-2.1845313
582,2005,"F","W",-1062,4,.6736812,-.58698307
582,2011,"F","W",-1062,4,.02226925,.42074843
583,2002,"F","W",-2548,6,1.5023882,.66392549
583,2006,"F","W",-2548,6,.11816234,1.9098176
584,1997,"F","B",-233,2,1.4437362,-1.3741739
584,2009,"F","B",-233,2,.36031335,-.44008179
585,2002,"F","W",6168,7,1.1725568,-.05310788
585,2003,"F","W",6168,7,.29103642,-.03718
586,1997,"F","B",7549,2,.91965173,-2.6889131
586,2004,"F","B",7549,2,.73252017,-1.6234628
587,2002,"F","W",7807,4,-.75581415,-1.0928313
587,2013,"F","W",7807,4,1.8774537,-.96216517
588,2009,"F","B",8270,3,.05712458,-.90023283
588,2011,"F","B",8270,3,1.0828002,-.97749395
589,2000,"F","W",-2936,4,.38846217,1.013976
589,2005,"F","W",-2936,4,.58355699,.88297129
590,2001,"F","B",805,4,.19389639,.35226858
590,2013,"F","B",805,4,.01916222,.66091058
591,2000,"F","W",7929,4,1.3071005,-1.7643205
591,2006,"F","W",7929,4,.05644718,-.55883099
592,2005,"M","W",8454,3,-.34017076,-.78915156
592,2012,"M","W",8454,3,-1.2657432,-1.6032425
593,1999,"F","W",-3176,6,-.77119633,.78628938
593,2011,"F","W",-3176,6,1.1932889,2.596483
594,2000,"F","W",1089,4,-.98824955,-.14233548
594,2008,"F","W",1089,4,.73278968,-.39506332
595,2004,"M","W",-3367,2,1.3558469,1.3174134
595,2008,"M","W",-3367,2,-.64942,1.0401783
596,2010,"F","W",5731,3,-.48565394,.29696554
596,2011,"F","W",5731,3,-.06478755,-.55550002
597,1998,"F","W",5531,2,.49826694,-1.8498573
597,2006,"F","W",5531,2,.25224367,-1.4139454
598,1997,"F","W",9097,5,-.38936471,-1.5410825
598,2000,"F","W",9097,5,-.56025296,-1.1079464
599,1997,"F","W",2394,6,-.5838062,-.07055987
599,2013,"F","W",2394,6,.37289806,1.3070403
600,2002,"F","W",-1905,3,-.43294118,.34670947
600,2003,"F","W",-1905,3,.44153212,-.7425276
601,2000,"F","W",1127,4,-1.003634,-.72258431
601,2003,"F","W",1127,4,.77277881,-.74875006
602,2011,"F","W",9101,5,.2940646,-.44704247
602,2013,"F","W",9101,5,.57441601,-.51586441
603,1997,"F","B",5968,6,-.98072053,-.62368156
603,2008,"F","B",5968,6,.86354145,.09605165
604,2004,"F","W",1651,4,-.10287826,.05624547
604,2006,"F","W",1651,4,.36766554,.57219963
605,2007,"F","W",5219,4,-1.1031893,-.73415814
605,2013,"F","W",5219,4,.4257559,-.58511845
606,2011,"M","W",-2075,5,.6762532,2.6665307
606,2012,"M","W",-2075,5,.61159935,1.2865751
607,2008,"M","W",9135,6,.33756137,.52411062
607,2010,"M","W",9135,6,1.0491035,-.5306505
608,1998,"M","W",8423,6,-.4304576,-.6170738
608,2013,"M","W",8423,6,-.76636219,.97448341
609,2008,"F","W",4408,4,.64596224,-.60569431
609,2012,"F","W",4408,4,1.0538061,.60921422
610,1999,"F","B",-2694,5,.4427735,.9421349
610,2004,"F","B",-2694,5,2.075907,1.3614432
611,1998,"F","W",3627,5,.56363028,-.77481762
611,2006,"F","W",3627,5,-.94196117,.13006342
612,1998,"M","W",-392,4,-.77512681,-.37885921
612,2001,"M","W",-392,4,-1.0653959,.2692693
613,2007,"M","W",-1338,6,-.42897294,1.3835749
613,2009,"M","W",-1338,6,-.4075978,1.8532738
614,2009,"F","W",-2934,2,.70648151,.37362135
614,2010,"F","W",-2934,2,-.70593249,.06077011
615,1998,"F","W",6920,4,-.44555382,-1.1505867
615,2013,"F","W",6920,4,.33166312,-.21614818
616,2011,"F","W",-2823,7,-.06396055,1.4160682
616,2012,"F","W",-2823,7,.4985278,2.0257156
617,2001,"F","W",1941,4,.0549415,-.28183791
617,2011,"F","W",1941,4,-1.0816187,1.2898367
618,2002,"M","W",-3039,4,.09028771,.47570007
618,2012,"M","W",-3039,4,-1.2707644,.1560658
619,2012,"F","W",-2110,2,.34374814,-.18633162
619,2013,"F","W",-2110,2,-.51310238,-.37203868
620,2007,"F","W",8743,3,.36861335,-1.0268105
620,2013,"F","W",8743,3,.54053024,-.85529176
621,2000,"M","W",1863,3,1.9518758,-.74678434
621,2011,"M","W",1863,3,-.17248082,-.41152044
622,1999,"M","W",-2273,5,.12111193,1.3672514
622,2002,"M","W",-2273,5,.28007374,.68958385
623,2005,"M","W",9402,4,1.6470665,-.32417192
623,2012,"M","W",9402,4,-.29730168,-1.2977716
624,2005,"F","W",-973,6,.04997403,.91618091
624,2010,"F","W",-973,6,.70227918,2.4626261
625,1999,"F","W",1400,2,.32084701,-.96982464
625,2013,"F","W",1400,2,.97294866,.1706159
626,2003,"M","W",6268,6,1.0489081,-1.1498963
626,2008,"M","W",6268,6,-1.5657837,.02947746
627,1999,"M","W",-2010,4,1.1531913,-.06646279
627,2012,"M","W",-2010,4,-.16095286,.31922821
628,2007,"F","B",-1121,3,.78643614,.7685065
628,2011,"F","B",-1121,3,.52316861,-.14028954
629,2000,"F","W",4428,3,-.35944819,-2.0430158
629,2003,"F","W",4428,3,-1.1470198,-.28184821
630,1998,"F","W",-2332,6,.33039933,1.3086764
630,2013,"F","W",-2332,6,1.5243076,1.7253122
631,2000,"M","W",888,6,-.37507401,.31957169
631,2009,"M","W",888,6,-.22087635,.74171537
632,2006,"M","W",9455,2,-1.6985568,-1.9520583
632,2011,"M","W",9455,2,.13161708,-1.1098306
633,1998,"M","W",-3062,5,.25513599,.54205905
633,2012,"M","W",-3062,5,-.83147605,1.8240068
634,1998,"F","W",-2888,5,1.4772758,-.01542985
634,2012,"F","W",-2888,5,.92500543,1.2739954
635,1997,"F","W",7613,5,.39825242,-1.1927795
635,2001,"F","W",7613,5,-1.0613119,-.32182187
636,2000,"F","W",4034,6,.42396913,1.4142716
636,2006,"F","W",4034,6,-.52012234,.0627135
637,2002,"F","B",-2283,5,1.1287214,1.4730406
637,2007,"F","B",-2283,5,-.18179514,1.1947852
638,1999,"F","W",6064,3,1.2001284,-.61116091
638,2005,"F","W",6064,3,1.2849827,-.58534604
639,2005,"F","W",3232,1,-.36111103,-1.6518525
639,2008,"F","W",3232,1,.63468848,-.61015973
640,1997,"M","B",-1052,4,-.11307871,.2722266
640,1998,"M","B",-1052,4,-.24342147,-.4053558
641,1999,"F","W",-136,5,-.82603221,.52375868
641,2003,"F","W",-136,5,.06240202,1.3349502
642,2003,"M","W",9041,7,-.64908261,.37860761
642,2004,"M","W",9041,7,-.28746946,-.2306912
643,2000,"F","W",6647,4,-1.012702,-1.4703496
643,2012,"F","W",6647,4,-.05880996,.29420754
644,2006,"F","W",7869,3,-1.1369249,-2.4161219
644,2010,"F","W",7869,3,-.32536016,-1.1770692
645,1997,"F","W",3547,4,-.66625119,-.36901876
645,2012,"F","W",3547,4,.07290201,.96731038
646,2000,"F","W",-3266,2,-.15693061,.07872124
646,2012,"F","W",-3266,2,-.97011345,1.1570225
647,2003,"M","W",-3357,4,-.49414723,.78613355
647,2010,"M","W",-3357,4,-.4047936,1.1027965
648,1998,"F","W",5159,3,.43820206,-.36363571
648,1999,"F","W",5159,3,-.30199755,-1.1554329
649,1998,"F","W",1493,4,-.75810031,-.08916726
649,2001,"F","W",1493,4,-.30702786,-.69294606
650,1999,"F","W",17,2,-.1531468,-1.1511536
650,2005,"F","W",17,2,.26936342,-.05755593
651,2005,"F","W",-487,6,.42703436,-.12599655
651,2013,"F","W",-487,6,-.13941234,.76260949
652,2003,"F","W",5383,4,.6762271,.87073491
652,2007,"F","W",5383,4,1.1709472,-.41306266
653,1998,"F","W",8869,4,1.5696829,-.53111283
653,2000,"F","W",8869,4,1.2059792,-1.1251148
654,2003,"M","W",-877,3,.39248645,-.64670747
654,2009,"M","W",-877,3,-.90498778,.67126572
655,1999,"F","W",-1272,4,-.01080129,.56764554
655,2005,"F","W",-1272,4,-.20937608,.40234901
656,1999,"F","W",3171,5,-.22459196,-.22087642
656,2005,"F","W",3171,5,-.46174552,.06537193
657,2005,"F","W",7117,4,.5581498,-.9536987
657,2006,"F","W",7117,4,1.4740488,-1.0728613
658,2000,"F","W",5966,4,-1.078311,-.94147676
658,2007,"F","W",5966,4,-.51902481,-1.7644495
659,2002,"F","W",969,1,-.2873069,-.44679005
659,2006,"F","W",969,1,.19673185,-.88486474
660,1999,"F","W",6519,4,2.108804,-.98264447
660,2000,"F","W",6519,4,.81621431,-.51992344
661,2001,"M","W",7940,5,-.73119819,-2.3359403
661,2013,"M","W",7940,5,.56187374,-.6967201
662,2011,"F","W",1637,4,-.37503545,.79625507
662,2012,"F","W",1637,4,-.77613995,1.3194728
663,2004,"F","W",-1743,5,-.96184852,1.1149708
663,2006,"F","W",-1743,5,.66182763,1.7588554
664,1999,"M","B",5272,3,-.32385318,-.67603823
664,2009,"M","B",5272,3,.1015712,-.85874914
665,2000,"F","W",5606,5,-1.5072857,-.68195548
665,2003,"F","W",5606,5,-.92352483,-.56163211
666,2009,"F","W",-1610,7,1.6198812,1.7107088
666,2013,"F","W",-1610,7,1.031342,2.7112217
667,1998,"F","W",4757,5,-1.1143128,-.69854217
667,2008,"F","W",4757,5,-.22294568,.86732616
668,1999,"F","W",-2581,6,-.31714941,1.5753283
668,2009,"F","W",-2581,6,-.28705879,1.9689666
669,2001,"M","W",8412,4,-.88034716,-1.0873722
669,2011,"M","W",8412,4,-.65220301,.21840363
670,2002,"F","W",7349,3,1.2283416,-.04629162
670,2008,"F","W",7349,3,.71426614,-1.0811286
671,2001,"F","W",-821,6,-.55360102,1.4670348
671,2006,"F","W",-821,6,-.18790663,.88152854
672,2002,"F","W",2388,2,-.11724583,-.96815943
672,2008,"F","W",2388,2,-.27668894,-.42324138
673,1997,"F","W",-2951,3,.25696007,.4718684
673,2005,"F","W",-2951,3,-.42223231,-.33379117
674,2002,"F","B",-304,4,-2.4773441,.50642239
674,2009,"F","B",-304,4,1.1469914,1.2124415
675,1998,"F","B",6123,5,-.90627144,.49625989
675,2009,"F","B",6123,5,-.86095772,.67303653
676,1998,"F","W",8545,6,1.1462073,-.10603908
676,2013,"F","W",8545,6,1.0614869,.2169574
677,2001,"M","B",8126,4,1.4446335,-.85871368
677,2004,"M","B",8126,4,.21828485,-.49906476
678,2012,"F","W",7135,5,-.07928518,-.13639482
678,2013,"F","W",7135,5,-.08630212,.41396836
679,2001,"F","W",3765,5,.45716468,.15746819
679,2006,"F","W",3765,5,.36816858,.29663196
680,2002,"F","B",-601,3,-.43175101,.55909197
680,2008,"F","B",-601,3,.46678906,1.6154479
681,1998,"M","W",-3143,4,-.06798883,-.09750257
681,2013,"M","W",-3143,4,-1.0473254,.72620011
682,2000,"F","W",3658,5,.19671686,.39373517
682,2008,"F","W",3658,5,.79480771,1.2349939
683,1997,"F","B",8388,5,.13539069,-1.0031153
683,2003,"F","B",8388,5,-.26036334,-1.5676146
684,1997,"F","W",7783,4,-1.4092007,-.67030024
684,2003,"F","W",7783,4,-.34642557,-1.0137186
685,2007,"F","B",-1415,5,.34836906,.75911748
685,2010,"F","B",-1415,5,-.77550301,1.7482518
686,1999,"F","W",2875,4,.48786438,.7138365
686,2013,"F","W",2875,4,-.94859659,.449847
687,2006,"M","B",3891,5,-1.1188004,-.27764138
687,2010,"M","B",3891,5,-1.5576028,-.33992249
688,2002,"F","W",6260,6,-1.5029832,-.07734387
688,2010,"F","W",6260,6,-.3806501,.2905211
689,1999,"F","B",6251,4,-1.3027219,-.95786426
689,2000,"F","B",6251,4,-.35472305,-.68263899
690,2001,"M","W",5221,5,.82383141,-.30236678
690,2003,"M","W",5221,5,.22486059,.34372709
691,2001,"F","W",8086,4,-.23809623,-.70673063
691,2013,"F","W",8086,4,-.0075579,-.86505841
692,2011,"M","W",6614,3,-.66060646,-.60323531
692,2012,"M","W",6614,3,.6724854,.03974126
693,2005,"F","W",-1109,2,-.78353519,.8318647
693,2009,"F","W",-1109,2,-.86222069,.34576954
694,2000,"F","W",5999,4,.73376608,-1.1472877
694,2013,"F","W",5999,4,.3635602,-.35468362
695,2011,"F","W",-3536,4,.15713039,1.2359311
695,2013,"F","W",-3536,4,-.39331172,.70388611
696,2001,"F","B",926,3,.98468003,-1.1888195
696,2012,"F","B",926,3,1.0252808,-.10932734
697,1997,"F","W",-332,5,-.3861845,-.38729409
697,2008,"F","W",-332,5,.07848991,1.0913625
698,2001,"F","W",-1806,5,.50881419,1.7346483
698,2003,"F","W",-1806,5,.19046014,.37388463
699,1997,"M","W",3614,4,1.1236587,-1.3858517
699,2000,"M","W",3614,4,.42626542,-1.1342843
700,2005,"F","W",4190,5,-.46557034,-.91415268
700,2011,"F","W",4190,5,-.16977542,.22125168
701,2011,"F","B",3114,2,-.94009381,-.85639413
701,2013,"F","B",3114,2,-.61957001,-1.2412325
702,1999,"F","W",-1955,6,-.14854921,1.0766765
702,2000,"F","W",-1955,6,.278305,2.2457649
703,1998,"F","W",-2660,3,-1.3974032,-.12059189
703,2006,"F","W",-2660,3,-.72019831,-.20624822
704,2002,"F","W",2531,4,-.81679057,.55083111
704,2007,"F","W",2531,4,1.1732256,-.01601166
705,2009,"M","W",-108,6,.42114053,.40840771
705,2011,"M","W",-108,6,-.05481724,1.1931069
706,1997,"F","W",9177,3,2.0293221,-1.1010372
706,2003,"F","W",9177,3,.85146643,-1.9245651
707,1998,"F","W",2606,5,-.65412112,.79973441
707,2013,"F","W",2606,5,-.0053711,.57401443
708,2007,"F","W",2662,7,-.16652396,1.7643398
708,2009,"F","W",2662,7,.01560989,.39282904
709,2004,"F","B",5078,5,-.00526789,.20099062
709,2012,"F","B",5078,5,.31489087,.95118603
710,1997,"F","B",-1879,4,-2.1723478,.39444354
710,2009,"F","B",-1879,4,.2542012,1.573768
711,2002,"F","W",-1938,5,-.57572126,-.18205959
711,2006,"F","W",-1938,5,-1.039603,.85230297
712,2005,"F","W",6182,5,-.32180974,-.30291438
712,2012,"F","W",6182,5,.62229968,1.0545055
713,1999,"F","W",-338,5,-.32385991,.98802721
713,2012,"F","W",-338,5,-.08336525,.37697895
714,2007,"M","W",274,6,.1762427,.15652902
714,2012,"M","W",274,6,.66048182,1.5819916
715,2004,"F","W",2500,2,-.22802376,-.36509847
715,2008,"F","W",2500,2,-.08793646,-.71306619
716,2010,"F","W",5925,5,-.45342265,.88012659
716,2013,"F","W",5925,5,-.98969309,-.66105449
717,2001,"F","B",6788,4,-.20112526,-1.6037651
717,2006,"F","B",6788,4,.66602049,-.35620627
718,2001,"F","W",5419,3,.34265974,-1.0762521
718,2004,"F","W",5419,3,-.49239072,-.17848837
719,2002,"F","W",-1196,5,-.57420565,1.6654247
719,2013,"F","W",-1196,5,1.9154787,1.596072
720,1997,"F","W",1130,6,1.421626,-.01052594
720,2013,"F","W",1130,6,1.3371139,1.2762623
721,2006,"F","W",3594,5,.47562204,-.22359813
721,2012,"F","W",3594,5,-.06005024,.30002359
722,1999,"M","W",-1177,3,.73225766,.18920829
722,2010,"M","W",-1177,3,-.33936649,1.2613638
723,1997,"M","W",56,4,.32940708,.90352519
723,2001,"M","W",56,4,.09976282,.48631068
724,2008,"F","W",5858,5,-.15030481,.72885011
724,2010,"F","W",5858,5,.88429544,.18637229
725,2007,"F","W",4357,4,-.57100983,-.74086593
725,2013,"F","W",4357,4,2.0501633,-.24846122
726,2006,"F","W",9367,6,.34590068,-.21516995
726,2013,"F","W",9367,6,-.74168386,.73572141
727,2005,"F","W",3649,5,-.32795519,.43014876
727,2006,"F","W",3649,5,-.14225074,-.34632098
728,1997,"F","W",7770,5,-.112162,-.73612252
728,2004,"F","W",7770,5,-.58811863,-1.3460189
729,2002,"F","W",4043,4,-.82238698,.71217836
729,2004,"F","W",4043,4,.18427056,-.46430818
730,2002,"F","B",4618,5,.0532807,-.5256408
730,2004,"F","B",4618,5,.09316422,.14611174
731,1998,"F","W",647,3,-.45944769,.08279945
731,2002,"F","W",647,3,-.76187969,-.52457342
732,1997,"F","W",6475,4,-.38151926,-1.2077025
732,1999,"F","W",6475,4,.66223733,-.24018109
733,1997,"F","W",1533,4,1.1370721,-.6269789
733,2002,"F","W",1533,4,.78767434,.87246893
734,2000,"F","W",-3644,6,-.50103781,1.098783
734,2007,"F","W",-3644,6,-1.166163,1.4268538
735,1998,"F","W",-89,4,-.49052487,-.33438619
735,2002,"F","W",-89,4,-.33395088,-.60417703
736,2002,"F","W",5361,3,.06929946,-1.8149871
736,2007,"F","W",5361,3,-.31431915,-.48025827
737,1999,"F","B",3696,4,.05586238,-1.4999954
737,2005,"F","B",3696,4,-.57935362,-.56337736
738,2001,"M","W",6251,4,-2.1799518,-1.1436901
738,2005,"M","W",6251,4,.65849962,.45086547
739,1999,"M","W",-2889,5,-.0847587,.09827324
739,2013,"M","W",-2889,5,1.6896155,1.6889996
740,2006,"F","W",9335,4,-.87781174,-.99309974
740,2007,"F","W",9335,4,-.40681136,-.76018757
741,2005,"F","W",5858,4,-1.0914181,-.66543951
741,2012,"F","W",5858,4,.09177266,-.77688513
742,2003,"F","W",-2157,5,.94962844,1.2895046
742,2013,"F","W",-2157,5,.47001781,1.3404571
743,2006,"F","W",863,4,-.67111751,-.10158287
743,2010,"F","W",863,4,.02132834,-.21536436
744,2004,"F","W",-1701,6,.74096335,.75395882
744,2009,"F","W",-1701,6,-.38520157,1.7844306
745,1998,"F","W",-1231,6,.06563554,.95282128
745,2011,"F","W",-1231,6,.10881189,2.5284881
746,2000,"F","B",-3434,4,.36355845,.6090149
746,2001,"F","B",-3434,4,-.37422889,.38838306
747,2000,"M","W",6406,4,-.36098619,-1.0876479
747,2005,"M","W",6406,4,-.1850903,-1.2256386
748,1997,"F","W",1291,4,.33758676,-.62055766
748,1998,"F","W",1291,4,-.16049929,-.3468551
749,1997,"M","W",6310,5,.64840084,-1.7060147
749,2009,"M","W",6310,5,-.79330358,.15366696
750,2005,"M","W",8798,5,-1.0654272,.00197814
750,2007,"M","W",8798,5,.65181078,-.19284717
751,2003,"F","W",2211,5,.05364219,-.04502176
751,2008,"F","W",2211,5,.2310617,.07328529
752,2000,"M","W",-2518,5,.93592628,1.0625184
752,2011,"M","W",-2518,5,-.45731591,1.1103177
753,2002,"F","W",5800,2,.25934375,-.66298107
753,2011,"F","W",5800,2,.88751575,.44949525
754,1999,"F","W",8080,6,.36815035,-.34250437
754,2008,"F","W",8080,6,.08434047,-.19661347
755,2001,"M","W",-1121,4,.03022552,.13606272
755,2011,"M","W",-1121,4,.87132179,1.1615299
756,2000,"F","W",7992,4,.00301417,-1.7705235
756,2005,"F","W",7992,4,.52379327,-1.1468341
757,2001,"M","W",9444,4,.17481727,-1.6601609
757,2004,"M","W",9444,4,1.713781,-1.5540297
758,2006,"M","W",7239,2,.02029861,-.88975783
758,2008,"M","W",7239,2,-.53819857,-1.5487813
759,1997,"F","W",8596,4,-.14626648,-1.3043471
759,2013,"F","W",8596,4,-.2451628,-.51203384
760,2000,"F","B",-3609,6,-1.0031723,1.1447978
760,2007,"F","B",-3609,6,.44423611,.86263098
761,1997,"M","B",2791,2,.12460833,-.22511277
761,2013,"M","B",2791,2,.43921331,-.85106451
762,2012,"F","W",4157,4,-.18285256,.11347842
762,2013,"F","W",4157,4,-.44911109,.6354366
763,1998,"F","B",-1594,3,.16908459,-.09433545
763,2005,"F","B",-1594,3,-.91463004,-.69161055
764,2002,"M","B",2862,4,.16984449,.03045666
764,2011,"M","B",2862,4,-.1461727,.34986628
765,2001,"F","W",6665,5,-.8983467,-1.8780667
765,2006,"F","W",6665,5,.46634363,.28633042
766,2001,"F","W",5830,4,-.17469122,-.00635923
766,2010,"F","W",5830,4,-.71966984,.13881899
767,1998,"F","W",8219,4,-.85965153,-1.5558099
767,2003,"F","W",8219,4,.45199523,-.48175459
768,2001,"F","B",2792,4,.06959014,-.91766536
768,2013,"F","B",2792,4,.02897058,.18660989
769,2001,"F","W",7320,5,-.09776915,-1.0066832
769,2009,"F","W",7320,5,.57120258,-.76927265
770,1998,"M","W",1316,3,-.02331332,-1.5218582
770,2005,"M","W",1316,3,1.1880888,-.55043316
771,2009,"F","W",4453,4,-.68245459,-.66423558
771,2011,"F","W",4453,4,.00684823,-.0015397
772,1997,"F","W",-3521,4,-.45893289,.61025085
772,2010,"F","W",-3521,4,.58883851,2.5112658
773,2011,"F","W",3266,2,-.28180201,.07272093
773,2012,"F","W",3266,2,.57580352,.49303557
774,1999,"F","W",8807,6,-1.2879019,-.68419365
774,2010,"F","W",8807,6,-.95500521,-.21371048
775,1998,"F","W",-1731,4,.86274658,2.308996
775,2000,"F","W",-1731,4,-.07185089,.10148521
776,2006,"F","W",-3260,5,1.2958741,1.1713721
776,2008,"F","W",-3260,5,.50708824,.09752673
777,1999,"F","W",1454,2,.03219289,-.15524578
777,2002,"F","W",1454,2,-.34158597,-1.7934704
778,2004,"F","W",2481,1,.11431922,-1.7232885
778,2008,"F","W",2481,1,.79276215,-1.5697835
779,2000,"F","W",-778,5,.7936327,.56479321
